Skills,Interest,Personality,Education_Level,Recommended_Career
Canva; UI Design,Machine Learning,Social,Diploma,UI/UX Designer
Deep Learning; Python,Mobile Development,Analytical,Diploma,ML Engineer
Android Studio; Kotlin,Machine Learning,Social,PG,Android Developer
Azure; Cloud Security,Machine Learning,Logical,PG,Cloud Engineer
C++; DSA,Marketing,Social,PG,Software Engineer
Java; Spring,Web Development,Logical,Diploma,Software Engineer
Docker; Kubernetes,Mobile Development,Creative,UG,DevOps Engineer
Python; OOP,Marketing,Analytical,Diploma,Software Engineer
Social Media Marketing,Mobile Development,Social,PG,Digital Marketer
Email Marketing; Branding,DevOps,Logical,UG,Digital Marketer
React Native; JavaScript,Marketing,Social,Diploma,Mobile App Developer
Linux; Bash; DevOps,Mobile Development,Logical,UG,DevOps Engineer
Social Media Marketing,Web Development,Creative,Diploma,Digital Marketer
Python; Pandas; NumPy,Web Development,Creative,PG,Data Scientist
Flutter; Dart,Web Development,Creative,PG,Mobile App Developer
AWS; Cloud,Programming,Logical,Diploma,Cloud Engineer
MERN Stack,Marketing,Creative,UG,Web Developer
Android; Flutter,App Development,Analytical,UG,Mobile App Developer
Email Marketing; Branding,Machine Learning,Analytical,UG,Digital Marketer
Android; Flutter,Designing,Creative,UG,Mobile App Developer
Android; Kotlin,Mobile Development,Creative,UG,Android Developer
React; NodeJS,Designing,Creative,UG,Web Developer
Flutter; Dart,DevOps,Logical,Diploma,Mobile App Developer
Python; Pandas; NumPy,Machine Learning,Analytical,PG,Data Scientist
Canva; UI Design,Data Analysis,Creative,UG,UI/UX Designer
Android Studio; Kotlin,App Development,Analytical,PG,Android Developer
GCP; Cloud Architecture,Designing,Logical,Diploma,Cloud Engineer
Machine Learning; Python,Cloud Computing,Social,Diploma,Data Scientist
PyTorch; Neural Networks,Cloud Computing,Creative,PG,ML Engineer
Deep Learning; Python,Designing,Logical,PG,ML Engineer
Python; OOP,DevOps,Logical,Diploma,Software Engineer
CI/CD; Jenkins,DevOps,Social,UG,DevOps Engineer
Figma; Prototyping,Machine Learning,Logical,UG,UI/UX Designer
C++; DSA,Marketing,Creative,PG,Software Engineer
CI/CD; Jenkins,Programming,Social,UG,DevOps Engineer
Canva; UI Design,Designing,Creative,PG,UI/UX Designer
HTML; CSS; JavaScript,Machine Learning,Creative,UG,Web Developer
Android; Kotlin,Programming,Social,PG,Android Developer
Java; Android,Programming,Creative,UG,Android Developer
Java; Spring,Mobile Development,Analytical,PG,Software Engineer
Deep Learning; Python,Designing,Analytical,Diploma,ML Engineer
React Native; JavaScript,Web Development,Analytical,UG,Mobile App Developer
TensorFlow; Python,Mobile Development,Creative,Diploma,ML Engineer
Python; Data Analysis,Mobile Development,Logical,PG,Data Scientist
PyTorch; Neural Networks,App Development,Logical,Diploma,ML Engineer
Android; Kotlin,Designing,Creative,UG,Android Developer
Docker; Kubernetes,Mobile Development,Analytical,PG,DevOps Engineer
MERN Stack,Data Analysis,Logical,Diploma,Web Developer
Python; SQL; PowerBI,Designing,Analytical,PG,Data Scientist
Email Marketing; Branding,App Development,Analytical,PG,Digital Marketer
Machine Learning; Python,Data Analysis,Logical,Diploma,Data Scientist
Statistics; Python,Designing,Logical,PG,Data Scientist
React; NodeJS,App Development,Logical,PG,Web Developer
Android; Kotlin,App Development,Analytical,PG,Android Developer
Social Media Marketing,Programming,Creative,UG,Digital Marketer
Flutter; Dart,Programming,Social,Diploma,Mobile App Developer
C++; DSA,Data Analysis,Logical,PG,Software Engineer
Python; Data Analysis,Mobile Development,Creative,Diploma,Data Scientist
Azure; Cloud Security,Designing,Social,Diploma,Cloud Engineer
HTML; CSS; JavaScript,Cloud Computing,Analytical,UG,Web Developer
Java; Android,Programming,Logical,UG,Android Developer
Android; Kotlin,DevOps,Social,Diploma,Android Developer
CI/CD; Jenkins,Machine Learning,Analytical,UG,DevOps Engineer
Photoshop; Illustrator,Mobile Development,Social,UG,UI/UX Designer
TensorFlow; Python,App Development,Social,PG,ML Engineer
C++; DSA,Data Analysis,Social,PG,Software Engineer
Java; Spring,Cloud Computing,Social,Diploma,Software Engineer
Statistics; Python,Data Analysis,Logical,Diploma,Data Scientist
Flutter; Dart,App Development,Logical,UG,Mobile App Developer
Android; Kotlin,Marketing,Creative,Diploma,Android Developer
Flutter; Dart,Cloud Computing,Social,PG,Mobile App Developer
Linux; Bash; DevOps,App Development,Logical,Diploma,DevOps Engineer
Java; Android,Machine Learning,Logical,PG,Android Developer
AWS; Cloud,Marketing,Social,UG,Cloud Engineer
TensorFlow; Python,Designing,Logical,PG,ML Engineer
Machine Learning; Python,Cloud Computing,Analytical,Diploma,Data Scientist
Linux; Bash; DevOps,Marketing,Creative,PG,DevOps Engineer
Java; Android,App Development,Social,PG,Android Developer
TensorFlow; Python,Cloud Computing,Logical,PG,ML Engineer
Python; SQL; PowerBI,Designing,Social,PG,Data Scientist
Python; OOP,Marketing,Analytical,UG,Software Engineer
Social Media Marketing,Designing,Logical,PG,Digital Marketer
Python; Data Analysis,Programming,Analytical,PG,Data Scientist
CI/CD; Jenkins,Programming,Logical,PG,DevOps Engineer
NextJS; JavaScript,Designing,Creative,Diploma,Web Developer
Email Marketing; Branding,Web Development,Logical,Diploma,Digital Marketer
React Native; JavaScript,Data Analysis,Analytical,Diploma,Mobile App Developer
Docker; Kubernetes,Web Development,Social,PG,DevOps Engineer
Android; Kotlin,Mobile Development,Social,PG,Android Developer
GCP; Cloud Architecture,Designing,Logical,Diploma,Cloud Engineer
Photoshop; Illustrator,Cloud Computing,Logical,PG,UI/UX Designer
Figma; Prototyping,Data Analysis,Logical,UG,UI/UX Designer
Deep Learning; Python,Mobile Development,Analytical,UG,ML Engineer
Python; ML Algorithms,App Development,Analytical,UG,ML Engineer
Machine Learning; Python,Designing,Logical,Diploma,Data Scientist
C++; DSA,Data Analysis,Logical,PG,Software Engineer
Social Media Marketing,App Development,Analytical,UG,Digital Marketer
Java; Android,DevOps,Social,Diploma,Android Developer
Docker; Kubernetes,Programming,Analytical,PG,DevOps Engineer
Azure; Cloud Security,Machine Learning,Social,Diploma,Cloud Engineer
Wireframing; User Research,Cloud Computing,Analytical,UG,UI/UX Designer
PyTorch; Neural Networks,Cloud Computing,Creative,PG,ML Engineer
Android; Kotlin,App Development,Social,PG,Android Developer
Deep Learning; Python,Designing,Creative,PG,ML Engineer
AWS; Cloud,App Development,Logical,PG,Cloud Engineer
Linux; Bash; DevOps,Data Analysis,Analytical,Diploma,DevOps Engineer
React; NodeJS,Web Development,Logical,Diploma,Web Developer
Python; OOP,App Development,Creative,UG,Software Engineer
PyTorch; Neural Networks,Web Development,Analytical,UG,ML Engineer
Statistics; Python,App Development,Analytical,PG,Data Scientist
GCP; Cloud Architecture,Marketing,Social,PG,Cloud Engineer
React Native; JavaScript,Mobile Development,Social,PG,Mobile App Developer
Machine Learning; Python,App Development,Logical,PG,Data Scientist
PyTorch; Neural Networks,Designing,Creative,UG,ML Engineer
Python; Data Analysis,App Development,Analytical,UG,Data Scientist
React; NodeJS,Machine Learning,Social,Diploma,Web Developer
C++; DSA,Designing,Logical,PG,Software Engineer
NextJS; JavaScript,Machine Learning,Logical,PG,Web Developer
Statistics; Python,Web Development,Analytical,Diploma,Data Scientist
Social Media Marketing,Web Development,Social,Diploma,Digital Marketer
Wireframing; User Research,Programming,Analytical,Diploma,UI/UX Designer
Linux; Bash; DevOps,Data Analysis,Analytical,Diploma,DevOps Engineer
Python; OOP,Designing,Logical,UG,Software Engineer
Deep Learning; Python,App Development,Logical,Diploma,ML Engineer
Flutter; Dart,Data Analysis,Social,Diploma,Mobile App Developer
Java; Android,App Development,Social,UG,Android Developer
Photoshop; Illustrator,Machine Learning,Logical,UG,UI/UX Designer
Git; GitHub,Machine Learning,Social,PG,Software Engineer
MERN Stack,Cloud Computing,Social,UG,Web Developer
Figma; Prototyping,DevOps,Creative,UG,UI/UX Designer
Python; Data Analysis,DevOps,Creative,UG,Data Scientist
Android; Flutter,Data Analysis,Social,UG,Mobile App Developer
React; NodeJS,DevOps,Logical,UG,Web Developer
TensorFlow; Python,Marketing,Analytical,PG,ML Engineer
React Native; JavaScript,App Development,Logical,Diploma,Mobile App Developer
Java; Spring,Programming,Creative,Diploma,Software Engineer
GCP; Cloud Architecture,DevOps,Analytical,PG,Cloud Engineer
Flutter; Dart,Cloud Computing,Logical,PG,Mobile App Developer
Google Ads; Analytics,App Development,Social,Diploma,Digital Marketer
Statistics; Python,Cloud Computing,Analytical,Diploma,Data Scientist
Android Studio; Kotlin,Web Development,Social,PG,Android Developer
Machine Learning; Python,App Development,Creative,Diploma,Data Scientist
Java; Spring,Cloud Computing,Social,Diploma,Software Engineer
Java; Android,Cloud Computing,Logical,Diploma,Android Developer
Docker; Kubernetes,App Development,Creative,UG,DevOps Engineer
Android Studio; Kotlin,Machine Learning,Logical,Diploma,Android Developer
Wireframing; User Research,DevOps,Creative,UG,UI/UX Designer
Linux; Bash; DevOps,Cloud Computing,Creative,PG,DevOps Engineer
Android; Kotlin,Designing,Creative,UG,Android Developer
Android Studio; Kotlin,Machine Learning,Creative,PG,Android Developer
GCP; Cloud Architecture,Data Analysis,Social,PG,Cloud Engineer
Python; Pandas; NumPy,Programming,Creative,Diploma,Data Scientist
Google Ads; Analytics,Marketing,Logical,Diploma,Digital Marketer
Python; OOP,Cloud Computing,Logical,UG,Software Engineer
Machine Learning; Python,Mobile Development,Analytical,UG,Data Scientist
Python; OOP,Machine Learning,Analytical,UG,Software Engineer
Android; Flutter,Designing,Analytical,Diploma,Mobile App Developer
React Native; JavaScript,Web Development,Social,PG,Mobile App Developer
NextJS; JavaScript,Data Analysis,Logical,Diploma,Web Developer
Docker; Kubernetes,Cloud Computing,Logical,Diploma,DevOps Engineer
Android Studio; Kotlin,Marketing,Analytical,UG,Android Developer
Deep Learning; Python,Cloud Computing,Logical,Diploma,ML Engineer
Linux; Bash; DevOps,DevOps,Analytical,UG,DevOps Engineer
Android; Flutter,Cloud Computing,Social,PG,Mobile App Developer
Python; Pandas; NumPy,Marketing,Creative,PG,Data Scientist
React Native; JavaScript,Marketing,Analytical,UG,Mobile App Developer
GCP; Cloud Architecture,Web Development,Social,Diploma,Cloud Engineer
React; NodeJS,Machine Learning,Analytical,Diploma,Web Developer
Figma; Prototyping,Marketing,Logical,UG,UI/UX Designer
AWS; Cloud,App Development,Creative,UG,Cloud Engineer
Wireframing; User Research,Programming,Analytical,UG,UI/UX Designer
HTML; CSS; JavaScript,Web Development,Analytical,PG,Web Developer
Git; GitHub,DevOps,Creative,PG,Software Engineer
MERN Stack,Cloud Computing,Logical,PG,Web Developer
Java; Spring,App Development,Logical,PG,Software Engineer
CI/CD; Jenkins,Marketing,Analytical,PG,DevOps Engineer
Canva; UI Design,DevOps,Creative,PG,UI/UX Designer
TensorFlow; Python,Programming,Logical,UG,ML Engineer
Email Marketing; Branding,Web Development,Creative,Diploma,Digital Marketer
AWS; Cloud,Machine Learning,Analytical,Diploma,Cloud Engineer
MERN Stack,Web Development,Social,Diploma,Web Developer
Android Studio; Kotlin,Designing,Logical,PG,Android Developer
SEO; Content Writing,Programming,Social,Diploma,Digital Marketer
Email Marketing; Branding,Marketing,Analytical,Diploma,Digital Marketer
MERN Stack,Designing,Analytical,Diploma,Web Developer
Python; ML Algorithms,Programming,Analytical,Diploma,ML Engineer
Social Media Marketing,Designing,Analytical,UG,Digital Marketer
Photoshop; Illustrator,Machine Learning,Creative,PG,UI/UX Designer
MERN Stack,Data Analysis,Analytical,UG,Web Developer
Git; GitHub,App Development,Logical,PG,Software Engineer
Flutter; Dart,Programming,Logical,UG,Mobile App Developer
Android; Flutter,Designing,Logical,Diploma,Mobile App Developer
CI/CD; Jenkins,DevOps,Creative,UG,DevOps Engineer
AWS; Cloud,DevOps,Analytical,Diploma,Cloud Engineer
Canva; UI Design,Designing,Creative,UG,UI/UX Designer
Java; Android,Programming,Social,PG,Android Developer
React; NodeJS,Machine Learning,Analytical,Diploma,Web Developer
AWS; Cloud,App Development,Social,Diploma,Cloud Engineer
React Native; JavaScript,App Development,Logical,PG,Mobile App Developer
MERN Stack,DevOps,Logical,PG,Web Developer
Android; Flutter,Web Development,Creative,UG,Mobile App Developer
Java; Spring,Marketing,Analytical,Diploma,Software Engineer
Figma; Prototyping,DevOps,Creative,PG,UI/UX Designer
React; NodeJS,Marketing,Logical,PG,Web Developer
AWS; Cloud,Web Development,Social,PG,Cloud Engineer
Google Ads; Analytics,App Development,Logical,PG,Digital Marketer
Deep Learning; Python,Programming,Creative,Diploma,ML Engineer
Azure; Cloud Security,Machine Learning,Logical,UG,Cloud Engineer
Android Studio; Kotlin,Data Analysis,Logical,UG,Android Developer
Linux; Bash; DevOps,Data Analysis,Logical,Diploma,DevOps Engineer
AWS; Cloud,Programming,Creative,UG,Cloud Engineer
React; NodeJS,Machine Learning,Creative,PG,Web Developer
Python; ML Algorithms,Machine Learning,Creative,UG,ML Engineer
Azure; Cloud Security,App Development,Social,PG,Cloud Engineer
PyTorch; Neural Networks,Data Analysis,Logical,UG,ML Engineer
Python; OOP,DevOps,Analytical,PG,Software Engineer
Social Media Marketing,Designing,Logical,Diploma,Digital Marketer
Azure; Cloud Security,Designing,Logical,PG,Cloud Engineer
PyTorch; Neural Networks,Marketing,Logical,Diploma,ML Engineer
CI/CD; Jenkins,Mobile Development,Social,UG,DevOps Engineer
Git; GitHub,Cloud Computing,Creative,UG,Software Engineer
Deep Learning; Python,Mobile Development,Logical,UG,ML Engineer
Canva; UI Design,Web Development,Logical,UG,UI/UX Designer
HTML; CSS; JavaScript,DevOps,Logical,Diploma,Web Developer
Android Studio; Kotlin,Data Analysis,Analytical,Diploma,Android Developer
Google Ads; Analytics,Web Development,Social,PG,Digital Marketer
Git; GitHub,Mobile Development,Creative,Diploma,Software Engineer
Machine Learning; Python,DevOps,Logical,Diploma,Data Scientist
TensorFlow; Python,Marketing,Creative,UG,ML Engineer
Java; Android,Web Development,Analytical,Diploma,Android Developer
Python; OOP,Data Analysis,Social,UG,Software Engineer
CI/CD; Jenkins,Machine Learning,Analytical,UG,DevOps Engineer
React Native; JavaScript,Designing,Social,UG,Mobile App Developer
Python; OOP,Data Analysis,Analytical,UG,Software Engineer
Email Marketing; Branding,DevOps,Social,Diploma,Digital Marketer
Figma; Prototyping,Mobile Development,Creative,Diploma,UI/UX Designer
PyTorch; Neural Networks,DevOps,Creative,UG,ML Engineer
React; NodeJS,Programming,Social,UG,Web Developer
Social Media Marketing,Data Analysis,Analytical,Diploma,Digital Marketer
Linux; Bash; DevOps,Designing,Social,Diploma,DevOps Engineer
Machine Learning; Python,Mobile Development,Creative,UG,Data Scientist
Python; Data Analysis,Data Analysis,Analytical,UG,Data Scientist
TensorFlow; Python,Cloud Computing,Analytical,Diploma,ML Engineer
C++; DSA,Designing,Social,PG,Software Engineer
Flutter; Dart,Marketing,Analytical,PG,Mobile App Developer
Java; Android,App Development,Logical,PG,Android Developer
Python; Pandas; NumPy,Web Development,Analytical,Diploma,Data Scientist
Google Ads; Analytics,Web Development,Analytical,Diploma,Digital Marketer
Python; Pandas; NumPy,Marketing,Analytical,PG,Data Scientist
Android Studio; Kotlin,DevOps,Social,Diploma,Android Developer
Social Media Marketing,App Development,Creative,Diploma,Digital Marketer
Python; Data Analysis,Data Analysis,Analytical,PG,Data Scientist
Android Studio; Kotlin,App Development,Analytical,Diploma,Android Developer
Flutter; Dart,Web Development,Creative,PG,Mobile App Developer
Java; Android,Cloud Computing,Social,Diploma,Android Developer
Python; ML Algorithms,Data Analysis,Social,Diploma,ML Engineer
Android; Flutter,Data Analysis,Logical,PG,Mobile App Developer
Wireframing; User Research,Machine Learning,Social,UG,UI/UX Designer
AWS; Cloud,Data Analysis,Logical,Diploma,Cloud Engineer
MERN Stack,Mobile Development,Logical,UG,Web Developer
Git; GitHub,Web Development,Logical,UG,Software Engineer
Python; OOP,Web Development,Logical,PG,Software Engineer
React Native; JavaScript,Web Development,Social,UG,Mobile App Developer
Flutter; Dart,Web Development,Creative,PG,Mobile App Developer
Python; ML Algorithms,Programming,Creative,UG,ML Engineer
Flutter; Dart,Marketing,Analytical,PG,Mobile App Developer
Java; Spring,Programming,Logical,Diploma,Software Engineer
Canva; UI Design,Mobile Development,Logical,PG,UI/UX Designer
HTML; CSS; JavaScript,Mobile Development,Creative,PG,Web Developer
Social Media Marketing,Data Analysis,Logical,PG,Digital Marketer
Social Media Marketing,Marketing,Analytical,Diploma,Digital Marketer
Python; Pandas; NumPy,Data Analysis,Social,Diploma,Data Scientist
React; NodeJS,Data Analysis,Analytical,UG,Web Developer
Python; Data Analysis,Mobile Development,Analytical,Diploma,Data Scientist
